,0
0,-2.9188359688639616
1,-0.8003736094995344
2,-2.889514749601062
3,-2.181850387476908
4,0.2905357895914573
5,-1.6145774999495928
6,-0.09855877848054861
7,-1.278601654547145
8,1.2602042817609225
9,-2.6594505342888044
10,-0.5142987550449192
11,2.74354218936896
12,-2.8931475652018124
13,1.696269166241608
14,1.8579983829452082
15,-1.7113325985827905
16,-1.4946183446770305
17,0.07235390977325906
18,0.08202213074265208
19,-0.8513215529965033
20,-1.3963956201313945
21,1.002024431064112
22,2.0780465772960084
23,-3.5551962359374873
24,3.5823015536475067
25,-1.56007290862249
26,-0.2961168752267209
27,-2.3258746776744967
28,-1.561038103916733
29,-0.18946434600857875
30,0.23958784609448802
31,-1.3855274047679313
32,0.7038813668519639
33,-2.094577635549629
34,-2.2800731120225444
35,-2.7927596509678634
36,1.5404755414421976
37,1.7835419181688876
38,-2.094577635549629
39,-0.04524859206323972
40,1.9241192670291998
41,0.049335727397369133
42,0.07599231485828595
43,-0.5271150421958779
44,1.23742089848486
45,1.785941906957028
46,-3.328581562942258
47,-2.5309413951860256
48,-2.094577635549629
49,2.971392290156551
50,-1.7454866278405117
51,-1.1707107090321158
52,-1.7891230038041515
53,0.2505322292285683
54,0.6116970361794949
55,0.425077733083127
56,-0.5579351310085592
57,0.5656606714277153
58,1.1289962787142929
59,0.16325947730128898
60,-1.9200321316950704
61,0.3547903591428465
62,0.6747516113368144
63,3.015028666120191
64,0.5002061074822559
65,0.9774689572356241
66,-1.0834379571048367
67,0.16325947730128898
68,-1.2097819065193027
69,-1.8003718515782192
70,-0.6452078829358383
71,0.03235034941037007
72,0.8347904947428828
73,-0.23132863141979332
74,0.2905357895914573
75,2.5689966855144015
76,0.8274789272095533
77,-2.094577635549629
78,0.43081426329605854
79,-2.2691231394041878
80,0.7475177428156035
81,-2.443668643258746
82,2.296228457114207
83,-1.3222380305107846
84,-2.1382140115132686
85,0.977767832391335
86,-2.2254867634405477
87,-2.3297448933548264
88,-0.5816196335229806
89,-1.138024305686833
90,2.971392290156551
91,0.403259545101307
92,0.9980871508233737
93,-1.7334184180829788
94,1.20689968482789
95,0.347478791609517
96,1.21440271610897
97,2.3259303087877115
98,2.645319464823324
99,-2.2254867634405477
100,0.8784268707065226
101,-1.96366850765871
102,-1.6070744686685123
103,-2.0509412595859895
104,-2.4000322672951064
105,-0.3943395997723571
106,-2.8800324028951425
107,-2.0509412595859895
108,-1.7346184124770487
109,-0.908892453250278
110,0.6166086149246848
111,-3.118832476301091
112,-0.6646645040323351
113,2.6768876310294307
114,-1.113139808778341
115,-0.9961652051775571
116,-0.3397532511903605
117,-3.465523495222068
118,-1.96366850765871
119,-1.4531471584017037
120,3.5386651776838667
121,-3.643668982258837
122,0.049335727397369133
123,-3.0497779291734215
124,-2.0509412595859895
125,2.851433134883989
126,0.6166086149246848
127,-0.3397532511903605
128,0.48569948703376564
129,-1.2534182824829425
130,1.7150210452967563
131,-1.5634380927048728
132,0.11599028573689862
133,-0.17615771995415885
134,-2.5285414063978857
135,0.6602449908883243
136,-1.7564366004588685
137,-2.3770140849192165
138,-3.118832476301091
139,2.1950211808967923
140,1.976839301078594
141,-0.8076851770328637
142,1.2786572856603597
143,1.749573763174641
144,-1.0834379571048367
145,-0.06586678565098958
146,2.961724069187158
147,2.994410472532441
148,-1.5198017167412332
149,1.9332029251149545
150,-2.4849050304342457
151,-1.5198017167412332
152,-1.6276926622562624
153,-1.8751957613373607
154,-2.845878373637422
155,-0.12343768590476434
156,-2.443668643258746
157,1.6565700705187067
158,0.8347904947428828
159,-0.7779833253593589
160,-1.0180682405266388
161,-0.5022305452873863
162,2.130766611345403
163,-0.8652560772866384
164,-0.31674065829874687
165,-0.8216197013229989
166,3.10230141804747
167,-2.094577635549629
168,-2.4000322672951064
169,-0.5161650695775211
170,-0.13832493876385898
171,-1.5167738297173785
172,-0.3397532511903605
173,-1.3640080919418227
174,1.9907738253687293
175,1.5961801271633704
176,-1.9200321316950704
177,1.889566549151315
178,-1.9200321316950704
179,2.229573898774677
180,-2.0073048836223495
181,-2.7709414629860434
182,-1.3452562128866745
183,-0.38525594168660215
184,3.2005241425931064
185,-2.2897413329919374
186,-0.15313953757826892
187,-1.8763957557314308
188,-1.2440489366692602
189,-1.450981968713391
190,1.6944028517090062
191,2.0780465772960084
192,2.142301146847398
193,0.8859299019876028
194,-0.41495779336010674
195,-0.6658260765235879
196,1.889566549151315
197,-1.9767836699653798
198,1.21440271610897
199,2.4397121531679717
200,-1.8763957557314308
201,0.37049697398540693
202,-2.0509412595859895
203,-2.4218504552769264
204,-2.2254867634405477
205,2.020475677042234
206,-1.9200321316950704
207,-2.966105160428352
208,-1.9200321316950704
209,1.5841119174058371
210,1.20689968482789
211,-0.6580241700867968
212,-1.7454866278405117
213,-0.08888496802687929
214,3.038046848496081
215,1.607130099781727
216,-0.9961652051775571
217,-1.8895109180381002
218,-1.4531471584017037
219,-0.7343469493957193
220,0.6166086149246848
221,-1.4061047197282344
222,1.2832224641368124
223,1.1632633088642503
224,-2.574577771149665
225,0.07599231485828595
226,-0.09855877848054861
227,-1.189462588087264
228,-2.574577771149665
229,-2.1382140115132686
230,2.8616350301089204
231,0.18388326037331515
232,-2.2691231394041878
233,-2.4000322672951064
234,-1.650710844632152
235,-2.0509412595859895
236,0.9544507748597342
237,-0.18582594092355187
238,-1.0398864285084586
239,-1.2767353400145431
240,-0.7131008575722548
241,-1.7891230038041515
242,-1.5382547206406703
243,-0.40401341022602644
244,2.142301146847398
245,0.4687141090467666
246,-0.9385943049237828
247,-0.6034378215048004
248,-2.181850387476908
249,-1.4737653519894534
250,-2.1382140115132686
251,-1.6691638485315892
252,-0.908892453250278
253,0.05297413248239646
254,2.4150693752475925
255,-2.0073048836223495
256,1.5865119061939774
257,-0.08888496802687929
258,-1.4095107824380642
259,-0.6907105734320798
260,0.7550207740966837
261,0.2165696637185981
262,0.8468587045004159
263,-2.181850387476908
264,0.18388326037331515
265,-1.1707107090321158
266,-2.2800731120225444
267,-0.8652560772866384
268,-0.5598014455411608
269,-2.4000322672951064
270,2.011392018956479
271,0.9220632466701622
272,-0.908892453250278
273,0.3874767624881297
274,-0.8216197013229989
275,1.496839165478558
276,2.5786649064837945
277,-0.8652560772866384
278,-0.5598014455411608
279,-2.282238301710857
280,1.2431178768777107
281,-0.6888442588994779
282,0.8029234533810654
283,-0.05855521811766007
284,-4.594069298306349
285,1.8579983829452082
286,1.496839165478558
287,-2.181850387476908
288,3.0816832244597205
289,0.6602449908883243
290,2.5786649064837945
291,-0.6143877941231572
292,-1.0604197747289468
293,3.1895741699747493
294,-0.6452078829358383
295,-1.694347220595792
296,1.3908145344961307
297,2.5786649064837945
298,-0.0791734117054097
299,-0.6907105734320798
300,-0.9070261387176761
301,-2.700686921464304
302,-2.5479267731730246
303,0.421444917482376
304,1.4325845959271684
305,-2.0509412595859895
306,-2.2616201081231075
307,-2.3297448933548264
308,-2.3746140961310767
309,0.48933789211879297
310,1.8914328636839168
311,-1.5709411239859532
312,-1.825256348486711
313,-3.378250743294789
314,2.961724069187158
315,-2.4606540212457455
316,2.0780465772960084
317,-1.96366850765871
318,-2.766108652991223
319,2.8077967589203494
320,-1.8022381661108207
321,3.5823015536475067
322,0.7511561479006308
323,-0.3276850414328272
324,-0.2216604104504003
325,-1.147692526656226
326,-0.633139673178305
327,1.1196269329006108
328,1.722920164218249
329,0.3984267351064865
330,2.8404831622656324
331,-2.6836687110587643
